step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
361,CASH_OUT,1082308.05,C1573791290,1082308.05,0.0,C634269340,13646872.52,14729180.57,1,0
355,PAYMENT,10725.9,C1398118051,0.0,0.0,M220546855,0.0,0.0,0,0
287,TRANSFER,491847.47,C1042812790,491847.47,0.0,C610496257,0.0,0.0,1,0
4,TRANSFER,10000000.0,C7162498,12930418.44,2930418.44,C945327594,0.0,0.0,1,0
44,CASH_OUT,25685.52,C1755648886,159144.0,133458.48,C1176822851,129731.14,15887.95,0,0
250,PAYMENT,26486.82,C335260628,20613.0,0.0,M2050915934,0.0,0.0,0,0
317,TRANSFER,487276.8,C1002859898,487276.8,0.0,C647242478,0.0,0.0,1,0
308,CASH_OUT,14798.87,C1732215350,133558.43,118759.57,C960853362,167055.82,181854.68,0,0
311,PAYMENT,10832.14,C1441417480,0.0,0.0,M291503165,0.0,0.0,0,0
42,CASH_OUT,3569720.42,C2012983997,3569720.42,0.0,C365271329,0.0,3569720.42,1,0
305,CASH_IN,76555.69,C1064100919,17995873.12,18072428.81,C1575386819,972054.75,895499.06,0,0
331,CASH_IN,235156.9,C776377233,1332055.22,1567212.12,C1984618120,2554903.92,2319747.03,0,0
547,CASH_OUT,257369.12,C1264354453,705.0,0.0,C1918845345,66907.05,324276.16,0,0
210,CASH_OUT,127375.59,C424105703,0.0,0.0,C516906185,507413.45,634789.05,0,0
403,CASH_IN,124400.05,C2095193106,12651143.7,12775543.75,C1674278097,1389835.05,1265434.99,0,0
253,CASH_IN,237477.59,C972839306,10266845.71,10504323.3,C225496442,400290.18,162812.59,0,0
98,TRANSFER,1273674.05,C2014013314,1273674.05,0.0,C315419844,0.0,0.0,1,0
257,CASH_IN,61456.27,C752023377,413638.19,475094.45,C2128958378,141563.83,80107.56,0,0
379,CASH_OUT,129976.05,C1367720854,11754.0,0.0,C524325780,186560.06,316536.11,0,0
335,TRANSFER,1472627.45,C1009880748,0.0,0.0,C1638234085,3189737.57,4662365.02,0,0
135,PAYMENT,4390.67,C599630281,343270.03,338879.36,M189925188,0.0,0.0,0,0
305,CASH_IN,85175.05,C437358186,3179801.06,3264976.11,C1451834657,742545.13,657370.08,0,0
352,DEBIT,5795.53,C1721250784,2060.0,0.0,C272800280,1287711.99,1293507.51,0,0
301,PAYMENT,9651.56,C1126111766,0.0,0.0,M1349004406,0.0,0.0,0,0
372,CASH_OUT,297192.08,C257430145,5079.0,0.0,C73920151,0.0,297192.08,0,0
16,CASH_IN,37823.92,C1796358890,4517436.32,4555260.24,C347861534,105818.61,67994.69,0,0
328,CASH_IN,66433.67,C1060839185,51680.0,118113.67,C334284535,336817.37,270383.7,0,0
398,PAYMENT,4659.38,C664266280,377536.0,372876.62,M1268812074,0.0,0.0,0,0
136,CASH_IN,112580.78,C971811058,5551293.34,5663874.12,C875128687,6714629.26,6429331.59,0,0
308,TRANSFER,1106908.6,C1898751154,102054.0,0.0,C1468023780,234296.84,1341205.44,0,0
520,CASH_OUT,98073.73,C454923339,0.0,0.0,C1520013567,1491296.13,1589369.86,0,0
139,CASH_IN,37083.07,C921771350,14561556.22,14598639.28,C33115637,326418.03,289334.96,0,0
235,CASH_OUT,565304.59,C1590461704,0.0,0.0,C489693281,8412091.26,8977395.85,0,0
332,CASH_IN,104185.85,C1390843863,36834.0,141019.85,C1350149307,3165345.92,3061160.06,0,0
348,PAYMENT,5070.39,C324919596,46270.0,41199.61,M1353639791,0.0,0.0,0,0
158,CASH_OUT,184150.73,C1821234426,503641.0,319490.27,C1514220746,350666.01,534816.74,0,0
43,CASH_OUT,276372.13,C370574743,171.0,0.0,C1969653465,2828.6,279200.73,0,0
208,PAYMENT,13386.85,C1218743030,0.0,0.0,M2041100456,0.0,0.0,0,0
330,TRANSFER,230784.93,C1631756411,0.0,0.0,C1815550310,528472.83,759257.76,0,0
258,PAYMENT,14258.59,C1986064429,163367.53,149108.94,M1358018384,0.0,0.0,0,0
279,PAYMENT,6280.69,C1125450925,293.0,0.0,M1661728562,0.0,0.0,0,0
346,PAYMENT,6286.17,C956226772,28698.72,22412.54,M121657994,0.0,0.0,0,0
234,PAYMENT,36823.85,C2060201952,0.0,0.0,M904470242,0.0,0.0,0,0
326,CASH_OUT,120214.74,C1757210539,120214.74,0.0,C193366588,1512381.47,1632596.21,1,0
332,CASH_OUT,402189.78,C2039829365,0.0,0.0,C906067688,6264369.92,6666559.7,0,0
336,CASH_IN,57460.55,C1289343687,396138.94,453599.5,C53169331,99640.61,42180.06,0,0
554,CASH_OUT,0.0,C10965156,0.0,0.0,C1493336195,230289.66,230289.66,1,0
186,CASH_OUT,142640.96,C1819558535,0.0,0.0,C1158848029,255689.24,398330.19,0,0
19,CASH_OUT,64713.88,C1524369011,0.0,0.0,C619898926,327633.39,427452.13,0,0
359,PAYMENT,7084.65,C1991389422,6452.0,0.0,M1221442824,0.0,0.0,0,0
203,CASH_OUT,151695.41,C362677671,41077.0,0.0,C2014164839,189631.09,341326.49,0,0
355,PAYMENT,8467.29,C1869330680,0.0,0.0,M169976463,0.0,0.0,0,0
18,CASH_IN,164328.97,C1979847185,4963040.22,5127369.19,C302737739,286839.0,122510.03,0,0
233,PAYMENT,34571.32,C22008203,106535.0,71963.68,M1529976990,0.0,0.0,0,0
37,CASH_IN,20717.08,C2121182797,26170.0,46887.08,C507480215,0.0,0.0,0,0
18,PAYMENT,24179.15,C1664548454,0.0,0.0,M133746727,0.0,0.0,0,0
256,PAYMENT,16728.02,C1749552092,5048.0,0.0,M281031394,0.0,0.0,0,0
160,PAYMENT,7898.76,C889648973,19510.0,11611.24,M1639223935,0.0,0.0,0,0
631,CASH_OUT,3120690.98,C384250623,3120690.98,0.0,C2002380893,3881444.6,7002135.58,1,0
333,CASH_IN,230811.42,C778366104,20214253.61,20445065.03,C486732589,325669.88,94858.46,0,0
260,CASH_OUT,53632.97,C501598607,0.0,0.0,C1157652857,506062.78,559695.75,0,0
184,CASH_IN,64551.8,C1822166532,2396928.18,2461479.98,C1711088061,4889148.74,4824596.94,0,0
373,CASH_IN,200744.89,C1886502216,20765313.95,20966058.84,C1579457773,954357.89,753613.01,0,0
375,PAYMENT,17655.68,C1111495597,0.0,0.0,M98755926,0.0,0.0,0,0
331,PAYMENT,23196.66,C1057720144,91109.4,67912.74,M133586339,0.0,0.0,0,0
330,CASH_OUT,104488.3,C1058472914,0.0,0.0,C1743974689,595571.72,700060.02,0,0
145,TRANSFER,34301.19,C1481292260,34301.19,0.0,C1130721375,0.0,0.0,1,0
186,CASH_OUT,63482.23,C1643043415,0.0,0.0,C1295947993,241788.16,305270.39,0,0
37,CASH_OUT,262117.8,C1745654231,608782.0,346664.2,C1937241264,2861837.67,3123955.48,0,0
44,PAYMENT,8950.61,C994894399,1377.0,0.0,M342861025,0.0,0.0,0,0
373,CASH_OUT,52258.13,C1843215629,213954.0,161695.87,C229788205,730298.17,782556.3,0,0
10,CASH_IN,173604.73,C2046501830,6073612.29,6247217.02,C90705857,1956336.57,1782731.84,0,0
351,PAYMENT,8549.19,C1336479800,0.0,0.0,M2068878666,0.0,0.0,0,0
161,CASH_OUT,161343.71,C1154131371,31287.0,0.0,C743973011,49024.14,210367.86,0,0
348,TRANSFER,1241328.47,C1254720374,44378.0,0.0,C1372521860,0.0,1241328.47,0,0
225,CASH_OUT,497093.86,C1448997608,0.0,0.0,C1018772894,2142799.13,2639892.99,0,0
18,CASH_OUT,10454.15,C1106480294,0.0,0.0,C1206204101,42446.35,52900.5,0,0
356,CASH_IN,69883.26,C92773111,20573.0,90456.26,C2049380994,0.0,0.0,0,0
161,CASH_OUT,272056.05,C333669414,0.0,0.0,C416987616,847193.12,1119249.17,0,0
15,CASH_OUT,8381.15,C1197112385,52288.0,43906.85,C567213165,1549883.96,1314518.76,0,0
214,PAYMENT,5559.52,C1601606883,21549.0,15989.48,M419674988,0.0,0.0,0,0
139,CASH_OUT,214886.56,C86616300,41133.0,0.0,C275184507,0.0,214886.56,0,0
351,CASH_OUT,120518.88,C236478010,0.0,0.0,C2137328938,1963153.58,2083672.45,0,0
322,PAYMENT,14427.2,C1382669439,0.0,0.0,M1574976150,0.0,0.0,0,0
350,PAYMENT,1934.42,C650130735,6167.81,4233.39,M652737185,0.0,0.0,0,0
322,CASH_OUT,15015.69,C211342653,0.0,0.0,C1886197649,1715999.6,1731015.29,0,0
329,PAYMENT,35117.23,C505945573,0.0,0.0,M1921345453,0.0,0.0,0,0
301,PAYMENT,17558.68,C1665948625,79457.0,61898.32,M1953865608,0.0,0.0,0,0
130,CASH_OUT,128023.37,C360167339,18327.0,0.0,C274255787,14582.0,0.0,0,0
250,CASH_IN,45708.35,C624368756,5114.0,50822.35,C379252487,108194.62,62486.28,0,0
323,CASH_OUT,185267.1,C661233218,0.0,0.0,C1540897814,319191.22,504458.32,0,0
19,CASH_OUT,111702.56,C1127381392,0.0,0.0,C991916500,364891.43,710658.76,0,0
187,TRANSFER,307495.06,C1775150519,0.0,0.0,C636698286,3413354.58,3720849.64,0,0
41,CASH_IN,188025.81,C2091303225,4247.0,192272.81,C781492088,234551.81,240910.45,0,0
179,CASH_OUT,190590.65,C1359352679,190590.65,0.0,C842294440,35681.5,226272.15,1,0
277,DEBIT,571.19,C660820567,114553.0,113981.81,C88111500,109753.06,110324.25,0,0
372,PAYMENT,38192.6,C1870873161,16561.0,0.0,M767184571,0.0,0.0,0,0
132,CASH_IN,271292.63,C94662170,7700986.24,7972278.87,C909138179,5948227.02,5676934.39,0,0
14,CASH_IN,182206.08,C1135492014,19843.0,202049.08,C429582623,3618319.54,3436113.46,0,0
18,CASH_OUT,205229.59,C631373697,164929.0,0.0,C591761784,50121.0,0.0,0,0
284,CASH_OUT,128479.56,C336431854,7096.0,0.0,C980510598,0.0,128479.56,0,0
443,CASH_OUT,1795622.71,C142314551,1795622.71,0.0,C1793840709,307814.85,2103437.56,1,0
398,PAYMENT,12515.58,C1061606818,104532.0,92016.42,M348039041,0.0,0.0,0,0
182,TRANSFER,219180.45,C1537987412,0.0,0.0,C1881346426,294418.87,513599.32,0,0
209,CASH_OUT,64388.97,C1315386474,54949.0,0.0,C2011583057,268491.68,332880.65,0,0
132,CASH_OUT,147332.78,C186693749,222.0,0.0,C729424166,0.0,147332.78,0,0
530,TRANSFER,387773.97,C1894511289,387773.97,0.0,C780914963,0.0,0.0,1,0
253,CASH_IN,162572.14,C487266665,1799472.8,1962044.94,C802473862,2421417.07,2258844.92,0,0
162,PAYMENT,14093.94,C486693370,27882.0,13788.06,M1676850941,0.0,0.0,0,0
154,CASH_IN,168117.27,C1224406095,16825.0,184942.27,C1867966140,318450.8,150333.53,0,0
180,CASH_OUT,3442.5,C871963925,0.0,0.0,C1766243350,135538.93,138981.42,0,0
281,PAYMENT,7830.07,C1759489445,3402.0,0.0,M1459591516,0.0,0.0,0,0
31,TRANSFER,120406.39,C237098657,120406.39,0.0,C1177827371,0.0,0.0,1,0
659,CASH_OUT,12555.44,C415148050,0.0,0.0,C2105830770,195628621.72,195641177.17,0,0
235,TRANSFER,1701827.11,C1523105305,78963.0,0.0,C465422078,952061.59,2653888.7,0,0
283,PAYMENT,10755.46,C389529915,9375.0,0.0,M764549102,0.0,0.0,0,0
182,CASH_OUT,87654.64,C1962263965,0.0,0.0,C1830905126,105784.5,193439.13,0,0
235,PAYMENT,844.02,C208851755,20550.0,19705.98,M472299479,0.0,0.0,0,0
210,CASH_OUT,224312.75,C1391762644,153554.0,0.0,C1662640654,126458.08,350770.83,0,0
21,PAYMENT,9300.68,C108214109,19913.0,10612.32,M941268136,0.0,0.0,0,0
12,CASH_IN,216689.42,C1430460085,8413420.87,8630110.29,C784263051,1773709.18,1557019.76,0,0
376,CASH_IN,100913.13,C1174168764,1066603.57,1167516.69,C838485951,139286.78,38373.65,0,0
137,CASH_IN,133834.47,C1998896761,17568804.35,17702638.82,C1006207313,162677.36,28842.89,0,0
688,TRANSFER,460317.44,C1890859652,0.0,0.0,C231085264,2040939.05,2501256.49,0,0
6,CASH_OUT,25975.86,C1004271827,25975.86,0.0,C451934410,98152.0,28041.27,1,0
80,TRANSFER,42659.39,C1702857614,42659.39,0.0,C952860391,0.0,0.0,1,0
738,CASH_OUT,297846.16,C384242072,297846.16,0.0,C175252004,11436080.11,11733926.27,1,0
19,CASH_OUT,352537.44,C941609015,0.0,0.0,C1125272190,624864.21,977401.65,0,0
380,CASH_IN,183582.11,C346967405,9422443.15,9606025.26,C1472069971,1030533.61,846951.5,0,0
308,CASH_OUT,162601.74,C947214341,55545.0,0.0,C94385580,2312334.22,2474935.96,0,0
394,TRANSFER,2396172.66,C301756467,25588.0,0.0,C104678020,2000296.15,4396468.81,0,0
14,TRANSFER,416759.13,C1116437035,0.0,0.0,C1882615733,2744588.53,3161347.65,0,0
182,PAYMENT,12968.68,C1875512560,11169.0,0.0,M1980524424,0.0,0.0,0,0
16,CASH_OUT,271888.25,C493507505,20012.0,0.0,C736901578,7366.61,279254.87,0,0
332,PAYMENT,54885.55,C194991097,0.0,0.0,M1090165418,0.0,0.0,0,0
233,PAYMENT,36925.29,C710014267,0.0,0.0,M798770768,0.0,0.0,0,0
251,CASH_OUT,60809.06,C809568156,79513.0,18703.94,C1948781518,2944402.81,3005211.87,0,0
235,CASH_IN,228592.02,C1914475256,11953993.94,12182585.96,C369252352,5526010.42,5297418.4,0,0
275,PAYMENT,5601.03,C1330240643,18516.76,12915.73,M607080318,0.0,0.0,0,0
330,CASH_OUT,161356.9,C1631531389,0.0,0.0,C573940095,667768.83,829125.73,0,0
162,PAYMENT,4881.91,C1697478636,0.0,0.0,M252106410,0.0,0.0,0,0
281,CASH_OUT,221455.96,C1174621991,152137.0,0.0,C1063513964,139905.41,361361.37,0,0
302,CASH_OUT,387256.02,C1089819406,112741.0,0.0,C822141722,6999913.87,7387169.89,0,0
34,CASH_OUT,210142.52,C1819395537,6600.0,0.0,C749647122,1400886.29,1611028.81,0,0
372,PAYMENT,1815.68,C102459776,0.0,0.0,M1896227331,0.0,0.0,0,0
355,CASH_OUT,287970.2,C1840945878,0.0,0.0,C2114997009,320285.23,608255.43,0,0
323,PAYMENT,79955.55,C452482666,60826.0,0.0,M1976816675,0.0,0.0,0,0
189,CASH_OUT,23885.06,C944849502,130707.0,106821.94,C1736835733,512195.83,536080.89,0,0
16,CASH_IN,108949.79,C1905282545,342189.62,451139.41,C568141727,275338.73,166388.93,0,0
380,CASH_OUT,25452.01,C78063197,50730.0,25277.99,C1900608493,5879865.39,5905317.4,0,0
187,PAYMENT,3735.57,C1573277673,425947.37,422211.8,M756642506,0.0,0.0,0,0
179,PAYMENT,2158.73,C1265032716,0.0,0.0,M58063860,0.0,0.0,0,0
250,CASH_IN,265846.38,C759529245,148930.0,414776.38,C1072071274,0.0,0.0,0,0
230,CASH_OUT,33785.56,C768413669,406206.0,372420.44,C617338873,0.0,33785.56,0,0
354,CASH_IN,53525.69,C818212943,2934311.24,2987836.92,C1435464179,460004.09,406478.4,0,0
353,CASH_OUT,208915.76,C959830962,21483.0,0.0,C1185206123,1173644.42,1382560.19,0,0
8,CASH_OUT,27136.31,C1653733157,0.0,0.0,C145693769,177296.65,0.0,0,0
235,CASH_IN,78132.8,C154297195,4496488.01,4574620.81,C467835039,5688540.91,5820842.73,0,0
403,TRANSFER,2371324.81,C1838733636,2371324.81,0.0,C1533106811,0.0,0.0,1,0
240,TRANSFER,2058961.66,C1906906636,2058961.66,0.0,C1142044922,0.0,0.0,1,0
359,CASH_OUT,83798.09,C1834260319,0.0,0.0,C767877562,468490.95,552289.04,0,0
404,CASH_OUT,87820.66,C1271903499,103860.0,16039.34,C59953540,0.0,87820.66,0,0
304,TRANSFER,39763.16,C499105472,0.0,0.0,C1372157919,831452.24,871215.4,0,0
132,CASH_OUT,67856.52,C1881087321,0.0,0.0,C1947648020,702757.24,770613.76,0,0
404,TRANSFER,47604.14,C110428898,0.0,0.0,C1531086120,188551.05,236155.19,0,0
255,CASH_OUT,444408.64,C1600923870,19971.0,0.0,C1580966711,0.0,444408.64,0,0
168,PAYMENT,16160.64,C1401588374,180877.26,164716.62,M1414984678,0.0,0.0,0,0
182,TRANSFER,873403.58,C386033878,61416.68,0.0,C1700248300,4594005.02,5467408.6,0,0
214,CASH_OUT,225534.86,C1817943108,0.0,0.0,C131753854,354894.07,580428.93,0,0
299,PAYMENT,7143.85,C1861088418,5268.0,0.0,M436728911,0.0,0.0,0,0
11,CASH_OUT,309724.67,C2040400482,235401.1,0.0,C1082475246,986084.12,1304734.54,0,0
188,CASH_OUT,193471.13,C1011606674,181425.0,0.0,C59007865,546422.51,739893.63,0,0
260,PAYMENT,8058.5,C1870646303,216377.24,208318.73,M300204012,0.0,0.0,0,0
234,CASH_IN,321224.62,C1773909975,182882.0,504106.62,C213752814,0.0,0.0,0,0
275,CASH_OUT,224813.31,C751638770,41456.0,0.0,C915654221,0.0,224813.31,0,0
132,CASH_IN,449593.16,C1703261436,14095.0,463688.16,C1529603068,1543472.42,1093879.27,0,0
226,TRANSFER,936719.16,C728715110,109779.0,0.0,C1232569938,65273.04,1001992.2,0,0
456,TRANSFER,448266.86,C874085933,448266.86,0.0,C2077005975,0.0,0.0,1,0
34,CASH_OUT,430981.74,C1305985353,41950.0,0.0,C846904332,172474.23,603455.97,0,0
253,PAYMENT,10560.88,C477517650,0.0,0.0,M1611285193,0.0,0.0,0,0
331,PAYMENT,1287.94,C1306678545,0.0,0.0,M580786433,0.0,0.0,0,0
9,CASH_OUT,262936.26,C345540291,51594.0,0.0,C1186449563,231269.34,1509294.82,0,0
36,CASH_OUT,159418.26,C977059177,0.0,0.0,C779282932,2189626.75,2689210.81,0,0
403,CASH_IN,66818.69,C850181104,335.0,67153.69,C52230370,135958.12,69139.43,0,0
19,CASH_IN,331825.61,C1351051792,5120570.4,5452396.01,C783487,485607.24,365864.28,0,0
130,PAYMENT,44398.77,C2010595230,8632.0,0.0,M407977921,0.0,0.0,0,0
354,CASH_IN,40147.26,C800100041,1962640.17,2002787.43,C514922075,375657.53,335510.26,0,0
351,TRANSFER,6417789.09,C355768552,6417789.09,0.0,C191674614,0.0,0.0,1,0
162,PAYMENT,12827.41,C495690830,0.0,0.0,M945371885,0.0,0.0,0,0
324,PAYMENT,37512.01,C536906445,27517.0,0.0,M2062345197,0.0,0.0,0,0
154,CASH_OUT,170314.91,C1781717663,0.0,0.0,C1347150244,743717.23,914032.14,0,0
281,TRANSFER,5393228.23,C454501295,5393228.23,0.0,C1258227821,0.0,0.0,1,0
282,PAYMENT,26920.67,C1064080067,36572.12,9651.44,M468496406,0.0,0.0,0,0
185,CASH_OUT,180906.71,C1031525287,950.0,0.0,C1835817510,297692.87,478599.57,0,0
544,PAYMENT,24426.88,C2056786675,0.0,0.0,M1892023475,0.0,0.0,0,0
283,TRANSFER,516005.67,C560046902,0.0,0.0,C1616433382,2603912.46,3119918.13,0,0
303,CASH_OUT,322585.04,C1362065573,322585.04,0.0,C1626419291,44013.15,366598.2,1,0
257,PAYMENT,2177.23,C1724643697,10568.0,8390.77,M1905617513,0.0,0.0,0,0
256,CASH_IN,381351.85,C1007171083,839464.0,1220815.85,C1524914789,0.0,0.0,0,0
599,PAYMENT,8093.52,C2004320561,0.0,0.0,M1702917920,0.0,0.0,0,0
164,CASH_OUT,64983.4,C1761847059,165871.22,100887.81,C261489134,1120871.74,1309907.94,0,0
201,CASH_OUT,83856.06,C584595873,29729.0,0.0,C1443096337,20643.0,0.0,0,0
157,CASH_OUT,579219.8,C2009195318,42245.0,0.0,C926772262,0.0,579219.8,0,0
43,TRANSFER,459938.45,C1287637889,13178.0,0.0,C1209188932,3415138.78,3875077.23,0,0
371,CASH_IN,91926.52,C94188450,180111.0,272037.52,C1129436429,2217910.04,2125983.52,0,0
234,PAYMENT,9401.0,C1544719219,2022.0,0.0,M1456170971,0.0,0.0,0,0
717,TRANSFER,394605.69,C667718878,394605.69,0.0,C1909363754,0.0,0.0,1,0
271,TRANSFER,642364.74,C1813153162,642364.74,0.0,C1755920310,0.0,0.0,1,0
133,CASH_OUT,334845.93,C1070150459,221659.0,0.0,C402331524,147073.85,481919.77,0,0
331,CASH_OUT,2042.29,C1814988447,20528.0,18485.71,C359764034,0.0,2042.29,0,0
43,TRANSFER,661905.95,C1448385577,31383.0,0.0,C1969723986,0.0,661905.95,0,0
406,CASH_OUT,131600.2,C1383145134,3355.27,0.0,C1670545931,10731422.09,10863022.29,0,0
249,CASH_OUT,170975.27,C879906876,107012.4,0.0,C1285776358,359296.31,530271.58,0,0
426,CASH_OUT,179750.02,C1447368784,135731.68,0.0,C1029439870,687843.21,867593.23,0,0
228,PAYMENT,6542.31,C379556090,32321.0,25778.69,M412630369,0.0,0.0,0,0
380,CASH_OUT,219583.56,C846844667,0.0,0.0,C783908752,874451.55,1094035.11,0,0
132,PAYMENT,2016.34,C1677194866,0.0,0.0,M147280325,0.0,0.0,0,0
462,TRANSFER,102464.68,C1418607659,102464.68,0.0,C1595540217,0.0,0.0,1,0
281,PAYMENT,11504.02,C41548399,25518.0,14013.98,M1455279521,0.0,0.0,0,0
347,PAYMENT,22436.85,C950594754,6937.0,0.0,M1677546150,0.0,0.0,0,0
395,CASH_OUT,282615.61,C1525120876,4044.0,0.0,C946819878,2336075.61,2618691.22,0,0
37,CASH_OUT,497514.03,C1148547432,10339.0,0.0,C1616043202,0.0,182333.79,0,0
635,CASH_OUT,182739.36,C1691189343,182739.36,0.0,C654896050,2520763.27,2703502.63,1,0
259,CASH_OUT,107755.87,C1968350343,32389.0,0.0,C879819496,0.0,107755.87,0,0
182,CASH_OUT,120579.5,C1863698228,0.0,0.0,C506363878,465196.0,0.0,0,0
400,CASH_IN,150422.13,C157253408,1548008.06,1698430.19,C1671355665,266504.44,116082.31,0,0
264,CASH_OUT,627586.04,C1801283933,627586.04,0.0,C833344626,126625.85,754211.89,1,0
158,CASH_IN,215557.95,C37338026,23096.0,238653.95,C99586191,0.0,0.0,0,0
164,CASH_IN,113408.92,C207307005,3743358.1,3856767.03,C1242216314,943939.9,830530.98,0,0
19,CASH_OUT,245885.84,C461206781,59661.0,0.0,C2096869389,11477.0,358736.03,0,0
307,CASH_OUT,98089.34,C1055110156,0.0,0.0,C114022719,569650.36,667739.71,0,0
306,TRANSFER,673118.96,C944039746,0.0,0.0,C102887266,944025.83,1617144.79,0,0
95,CASH_OUT,56745.14,C526144262,56745.14,0.0,C79051264,51433.88,108179.02,1,0
162,CASH_OUT,140728.91,C1415599999,24434.0,0.0,C688660983,512959.89,653688.81,0,0
356,CASH_IN,306060.26,C346698014,18664.0,324724.26,C299720797,0.0,0.0,0,0
692,CASH_OUT,153578.77,C926773121,25539.93,0.0,C601859422,1096302.06,1249880.84,0,0
211,CASH_OUT,25184.6,C2135288441,421.0,0.0,C1632982502,147217.0,172401.6,0,0
536,CASH_OUT,844213.81,C1857315735,844213.81,0.0,C541525278,0.0,844213.81,1,0
185,TRANSFER,670107.83,C1207581938,0.0,0.0,C466670987,2097109.76,2767217.59,0,0
36,PAYMENT,2092.77,C813310143,1190899.65,1188806.89,M2121921027,0.0,0.0,0,0
331,PAYMENT,192.57,C52744617,15882.0,15689.43,M2027742973,0.0,0.0,0,0
327,CASH_OUT,253207.11,C1191692163,6498.0,0.0,C1918449231,149723.16,402930.27,0,0
320,TRANSFER,767879.02,C1642679195,767879.02,0.0,C289912687,0.0,0.0,1,0
250,CASH_OUT,403040.69,C2068308893,262510.94,0.0,C1192902068,498580.27,901620.96,0,0
251,CASH_IN,25633.98,C581262092,8988997.79,9014631.77,C694857779,3322881.68,3297247.7,0,0
21,CASH_IN,86851.02,C37339363,10249.0,97100.02,C1894575391,13203689.19,13116838.17,0,0
328,CASH_OUT,200450.71,C607737033,23988.0,0.0,C1199452362,498690.53,699141.24,0,0
272,CASH_OUT,580673.57,C495744024,580673.57,0.0,C142420286,374132.53,954806.1,1,0
8,PAYMENT,344.14,C905097760,498779.0,498434.86,M995633719,0.0,0.0,0,0
302,PAYMENT,15285.97,C145945862,127.0,0.0,M1681453326,0.0,0.0,0,0
349,CASH_OUT,68533.11,C1519175379,10839.0,0.0,C89089586,13777.0,82310.11,0,0
159,PAYMENT,13896.04,C1761197294,32385.0,18488.96,M1285454498,0.0,0.0,0,0
281,CASH_IN,266213.29,C1760085674,14760749.87,15026963.16,C1161731600,2426426.41,2160213.12,0,0
184,CASH_OUT,90346.05,C1977671601,90346.05,0.0,C1902927985,532789.09,623135.14,1,0
297,CASH_OUT,284082.01,C380631730,3112.0,0.0,C1132368191,0.0,284082.01,0,0
450,TRANSFER,146061.11,C754902447,146061.11,0.0,C201681253,0.0,0.0,1,0
255,TRANSFER,409158.19,C1325784536,0.0,0.0,C2017554854,9623030.18,10032188.36,0,0
235,CASH_OUT,192322.67,C1739534533,51089.0,0.0,C618528588,308583.1,500905.77,0,0
659,CASH_IN,105255.12,C1225386115,37709.0,142964.12,C1083950016,0.0,0.0,0,0
378,CASH_OUT,495409.52,C1456954653,0.0,0.0,C1629764888,850937.53,1346347.05,0,0
277,CASH_IN,431685.16,C1244386953,183.0,431868.16,C1937330178,56318.35,0.0,0,0
274,CASH_OUT,5052211.09,C253761308,5052211.09,0.0,C232278551,6890050.56,11942261.64,1,0
378,CASH_OUT,187761.76,C213567087,187761.76,0.0,C349611692,360353.54,687445.2,1,0
254,PAYMENT,3437.46,C1978583668,0.0,0.0,M710008888,0.0,0.0,0,0
321,PAYMENT,9729.47,C1300998856,17974.0,8244.53,M1820950837,0.0,0.0,0,0
201,CASH_OUT,79530.84,C600804770,203728.0,124197.16,C953941953,255534.85,335065.68,0,0
644,TRANSFER,163943.21,C1762256615,0.0,0.0,C2029631580,6955762.11,7119705.33,0,0
289,CASH_OUT,37974.85,C45718211,37974.85,0.0,C1371920863,939922.78,977897.62,1,0
348,CASH_OUT,629266.67,C317414577,27238.0,0.0,C1431499179,1279215.04,1908481.71,0,0
193,TRANSFER,103368.58,C1773981009,103368.58,0.0,C1173174828,0.0,0.0,1,0
241,PAYMENT,1259.74,C91519267,116852.0,115592.26,M777422942,0.0,0.0,0,0
225,CASH_OUT,36474.23,C582475226,0.0,0.0,C437105998,6287734.92,6324209.15,0,0
21,CASH_OUT,71495.71,C1878233051,0.0,0.0,C1716511810,270839.35,443760.08,0,0
235,PAYMENT,22390.07,C1768681364,70064.54,47674.47,M124755027,0.0,0.0,0,0
21,PAYMENT,371.13,C928705467,2352.0,1980.87,M1122646680,0.0,0.0,0,0
588,CASH_OUT,1064425.7,C72780172,1064425.7,0.0,C1401301607,3187812.57,4252238.26,1,0
11,PAYMENT,7331.99,C1144033794,376655.76,369323.77,M2069102038,0.0,0.0,0,0
189,CASH_IN,60226.9,C477587603,16185.0,76411.9,C668801282,101696.89,41469.99,0,0
345,PAYMENT,20366.85,C2146457860,40302.0,19935.15,M941105339,0.0,0.0,0,0
40,PAYMENT,27186.11,C1862039369,348270.0,321083.89,M170284593,0.0,0.0,0,0
211,CASH_OUT,171316.12,C476843734,5201.0,0.0,C45674622,1047360.1,1218676.23,0,0
7,TRANSFER,889053.15,C485281961,206729.0,0.0,C1359484306,0.0,889053.15,0,0
463,CASH_OUT,219300.76,C1410654808,219300.76,0.0,C1763889280,19058370.95,19277671.71,1,0
402,CASH_OUT,127156.49,C1342244082,127156.49,0.0,C627190872,0.0,127156.49,1,0
402,PAYMENT,5833.67,C973927915,54037.0,48203.33,M1959432865,0.0,0.0,0,0
378,CASH_OUT,270236.84,C1760944113,0.0,0.0,C206691920,432136.43,702373.27,0,0
324,PAYMENT,9230.18,C173263424,147190.66,137960.48,M2057497871,0.0,0.0,0,0
